,Rank,Simbolo,Market Cap,Volume,Prezzo,In Circolo (In valuta sua),Variazione 1h,Variazione 24h,Variazione 7d
0,1,BTC,443696738856.27,42932549127.33,23231.73,19098737.0,-0.5,-0.67,14.94
1,2,ETH,184901273324.08,22942708339.63,1520.2,121629513.0,-0.68,-1.48,36.51
2,3,USDT,65850754946.39,68306872702.18,1.0001,65846277710.0,0.0,0.0,0.07
3,4,USDC,54814266868.58,8806753435.6,0.9999,54819012646.0,-0.03,0.01,-0.01
4,5,BNB,41679672949.97,1675018361.6,258.34,161337261.0,-0.24,-3.9,12.07
5,6,BUSD,17556282635.65,8537816724.85,1.0005,17547224379.0,0.17,-0.07,0.02
6,7,XRP,17426926095.12,1534818246.81,0.3605,48343101197.0,-0.51,-3.41,11.35
7,8,ADA,16573944657.11,1559480053.77,0.491,33752565071.0,-0.69,-4.79,12.08
8,9,SOL,14547886502.65,2020822241.78,42.09,345607455.0,-1.18,-6.25,20.57
9,10,DOGE,9302843117.13,1019375521.42,0.07012,132670764300.0,-0.27,1.6,13.18
10,11,DOT,7371766844.13,707185779.45,7.4645,987579315.0,-0.38,-4.33,15.37
11,12,DAI,7291287012.45,330520651.45,0.9991,7297505192.0,-0.02,-0.1,-0.18
12,13,AVAX,6698770275.64,1068333683.89,23.6,283873648.0,-0.94,-4.61,25.46
13,14,MATIC,6667729043.38,1482302696.76,0.8328,8006803853.0,-0.5,-10.05,30.95
14,15,SHIB,6547641546.76,991060911.55,1.193e-05,549063278876302.0,-0.91,-2.08,13.26
15,16,TRX,6249326436.68,620662504.1,0.06761,92438409739.0,-0.43,-2.22,2.06
16,17,WBTC,5508097973.85,355011921.67,23242.68,236982.0,-0.61,-0.49,15.2
17,18,UNI,5044413613.21,280377011.66,6.8712,734135451.0,-0.6,-6.47,12.13
18,19,LEO,4983925478.04,3576564.1,5.2245,953954130.0,-0.15,-1.59,-1.42
19,20,LTC,4050348601.26,662964095.17,57.24,70763569.0,-0.6,-1.29,15.48
20,21,FTT,3895808777.48,95532757.43,28.78,135348550.0,-0.72,-1.18,15.29
21,22,CRO,3332379046.51,28819039.65,0.1319,25263013692.0,-0.84,-2.61,13.66
22,23,ETC,3164031483.31,1076747409.93,23.28,135912565.0,-1.02,-8.26,61.73
23,24,LINK,3210070307.37,924916658.45,6.8723,467099971.0,-0.57,-5.29,11.24
24,25,NEAR,3101554496.65,466427811.21,4.1842,741253161.0,-0.67,-7.88,25.49
25,26,XLM,2812636992.93,200654995.99,0.112,25121342204.0,-0.54,-5.64,6.22
26,27,ATOM,2778567688.93,417536224.33,9.7027,286370297.0,-0.68,-8.0,18.2
27,28,XMR,2752869459.8,182883968.71,151.67,18150250.0,1.0,3.19,22.3
28,29,ALGO,2395643432.79,135346449.9,0.3448,6948604674.0,-0.76,-7.26,11.19
29,30,BCH,2329622132.2,367420156.13,121.82,19122794.0,-0.63,-5.15,19.03
30,31,FLOW,1927375166.28,144942571.61,1.86,1036200000.0,-1.32,-3.32,22.85
31,32,VET,1838125007.34,164744620.81,0.02535,72511146418.0,-1.56,-2.72,13.86
32,33,APE,1802912910.87,649123451.16,5.8751,306875000.0,-1.05,-3.38,28.43
33,34,MANA,1702122636.75,365721697.06,0.9205,1849216541.0,-0.35,-8.0,13.13
34,35,ICP,1674236209.24,115260822.61,6.7208,249114269.0,0.35,-8.66,3.56
35,36,SAND,1670615572.28,604835884.6,1.3273,1258626081.0,-0.82,-6.62,13.64
36,37,HBAR,1487299963.01,49719052.08,0.07054,21084776584.0,-0.7,-4.03,11.67
37,38,XTZ,1462075031.5,76419004.28,1.6205,902260137.0,-0.52,-6.99,6.74
38,39,FIL,1335644544.45,277047917.81,5.582,239278256.0,-0.25,-7.83,5.36
39,40,AXS,1281356958.88,195359434.08,15.54,82475674.0,-0.57,-7.8,15.93
40,41,AAVE,1263932018.76,346202364.18,90.83,13915774.0,-0.41,-5.03,14.08
41,42,EGLD,1265565408.45,81265211.29,55.29,22891129.0,-0.56,-9.05,5.4
42,43,THETA,1227768952.01,74838995.14,1.2278,1000000000.0,-0.47,-7.42,6.79
43,44,TUSD,1225427403.32,276935161.19,0.9998,1225688962.0,0.01,-0.04,-0.1
44,45,QNT,1164467833.12,95325455.36,96.45,12072738.0,0.69,-9.78,14.02
45,46,HNT,1151006843.56,20137348.62,9.4173,122222188.0,-0.44,-3.56,6.02
46,47,BSV,1065655784.82,54893083.99,55.74,19119514.0,-0.49,-4.05,7.68
47,48,EOS,1036293866.9,310314100.47,1.0415,994959467.0,-0.57,-3.31,9.7
48,49,KCS,1010285329.94,4541601.34,10.27,98379861.0,-0.28,0.08,14.96
49,50,MKR,951864223.05,202577608.11,973.64,977631.0,-0.66,-5.77,14.12
50,51,USDP,943045305.15,7890128.78,0.9973,945642940.0,-0.02,-0.22,-0.29
51,52,ZEC,924117426.37,99199156.69,62.17,14863750.0,-0.65,-4.06,13.31
52,53,RUNE,871288080.27,210814968.79,2.6348,330688061.0,-0.75,-6.22,25.52
53,54,OKB,857427938.96,14190587.75,14.29,60000000.0,-0.23,-5.53,12.78
54,55,BTT,852685338.41,37204315.33,9.1e-07,934782625000000.0,-0.46,-1.45,8.99
55,56,MIOTA,812605837.86,17148489.06,0.2924,2779530283.0,-0.77,-5.31,9.8
56,57,FTM,790369330.77,385074810.5,0.3106,2545006273.0,-0.99,-8.8,26.4
57,58,XEC,783111265.0,23983597.81,4.096e-05,19119554673303.0,-0.31,-5.55,5.91
58,59,KLAY,760550091.68,82827591.41,0.2588,2938331382.0,-1.04,-0.27,16.38
59,60,USDN,738788113.54,5137099.24,0.9869,748583187.0,-0.24,-0.33,-0.59
60,61,HT,730214030.21,25279012.53,4.7291,154409022.0,-0.03,-1.82,5.75
61,62,GRT,726186278.44,82526530.98,0.1052,6900000000.0,-1.23,-8.12,12.1
62,63,USDD,722568561.73,73036688.13,0.9962,725332044.0,-0.01,-0.09,-0.04
63,64,NEO,688507657.74,69563161.09,9.7607,70538831.0,-0.8,-7.08,14.15
64,65,CHZ,654298135.92,120512182.14,0.109,6000378771.0,-0.76,-6.46,7.07
65,66,WAVES,619114988.48,625701567.43,5.688,108845320.0,-0.97,-9.0,16.52
66,67,CRV,621292564.27,241108970.56,1.1562,537372111.0,-0.37,-7.11,9.91
67,68,BAT,590512521.53,115129333.08,0.3943,1497691558.0,-1.08,-8.22,2.45
68,69,GMT,587221288.36,436286341.28,0.9787,600000000.0,-0.29,-7.11,10.83
69,70,LRC,562422245.92,129549924.55,0.4228,1330088530.0,-0.85,-6.23,14.1
70,71,PAXG,566259619.89,20831587.56,1697.11,333661.0,-0.01,-0.55,-2.3
71,72,STX,548970861.29,38370803.03,0.4144,1324625307.0,-1.01,-7.65,9.8
72,73,ENJ,533445754.54,164258957.1,0.5958,895399956.0,-0.51,-4.45,23.15
73,74,ZIL,535231576.2,358701738.81,0.04095,13070964969.0,-1.23,-6.86,10.3
74,75,DASH,511281335.44,135156628.58,47.23,10826363.0,-0.53,-5.91,11.27
75,76,KSM,507322632.46,50700356.09,59.9,8470098.0,-0.56,-4.91,22.04
76,77,CAKE,496743670.79,74361810.32,3.3609,147800746.0,-0.41,-4.52,10.7
77,78,LDO,494919228.67,131663191.42,1.5815,312951154.0,-1.22,4.36,67.41
78,79,CVX,472129058.17,19003915.95,7.3002,64673029.0,0.4,-2.36,18.51
79,80,AR,462595668.0,43480582.87,13.85,33394701.0,-0.94,-10.68,7.86
80,81,MINA,436247663.24,31264498.01,0.7309,596864873.0,-1.25,-7.3,11.37
81,82,XEM,433590157.16,65201399.22,0.04818,8999999999.0,-0.93,-7.88,24.12
82,83,CELO,429376238.33,30653141.45,0.9524,450833963.0,-1.11,-6.99,13.54
83,84,FEI,420250972.33,2559093.39,0.9888,424996178.0,-0.35,-0.73,0.2
84,85,KAVA,414327827.45,45679819.96,1.795,230821002.0,-0.69,-7.98,9.26
85,86,COMP,402071820.75,125300412.16,56.17,7157898.0,-0.6,-7.99,13.95
86,87,AMP,396902439.37,22458044.68,0.009399,42227702186.0,-0.76,-0.75,5.97
87,88,GNO,387741212.68,8998213.99,150.31,2579588.0,-0.36,-1.94,35.1
88,89,NEXO,384365785.96,23563484.97,0.6864,560000011.0,-0.11,-8.03,13.56
89,90,USTC,385031113.24,23739597.44,0.03923,9815490104.0,-0.51,-8.78,-0.92
90,91,1INCH,380706582.38,63536132.77,0.6771,562231053.0,-0.49,-7.9,13.86
91,92,XDC,378753872.9,4697709.88,0.03078,12305012699.0,0.35,0.56,12.27
92,93,GALA,374560360.47,419471872.06,0.05368,6977205436.0,-0.86,-8.0,9.92
93,94,HOT,369836805.41,43532019.61,0.002134,173328567615.0,-1.0,-6.89,9.05
94,95,DCR,348188346.02,2065097.15,24.52,14199778.0,-0.04,-3.65,4.97
95,96,SNX,328341979.35,115988678.06,2.8591,114841533.0,-0.84,-3.61,13.51
96,97,BTG,325252899.03,17871506.69,18.57,17513924.0,-1.49,-7.09,20.62
97,98,GT,325571258.85,1848969.99,4.1547,78362421.0,-0.35,-1.99,5.49
98,99,IOTX,320721260.71,51953178.55,0.03362,9540779324.0,-0.56,-4.73,23.19
99,100,QTUM,318465336.75,71888490.62,3.0547,104253986.0,-0.73,-5.72,12.07
100,101,KDA,313824002.73,26996008.53,1.6982,184802448.0,0.06,-7.75,8.85
101,102,TFUEL,311581986.58,21494214.67,0.05878,5301214400.0,-0.85,-7.57,21.74
102,103,XYM,305560914.4,2890057.38,0.05474,5582460005.0,0.0,0.06,7.72
103,104,ONE,300269995.62,82068244.62,0.02439,12312034738.0,-1.06,-6.23,13.75
104,105,BORA,286260894.09,25826740.39,0.3086,927500000.0,-0.51,-4.73,6.53
105,106,RVN,290035348.23,24543699.0,0.02769,10473290000.0,-1.61,-0.89,26.65
106,107,ROSE,281552203.44,48291408.59,0.056,5027383223.0,-0.71,-6.96,13.17
107,108,AUDIO,278098616.31,13197567.74,0.3831,725865017.0,-0.37,-4.88,20.15
108,109,SRM,270479763.06,115867966.94,1.0275,263244669.0,-1.28,-8.42,-6.84
109,110,ICX,268454428.83,11868482.96,0.292,919483096.0,-0.7,-6.41,7.4
110,111,ZRX,265847393.49,30069180.45,0.3137,847496055.0,-0.31,-5.67,10.81
111,112,STORJ,265267702.67,88720194.32,0.6671,397621912.0,-0.74,-6.28,4.45
112,113,JST,265264364.42,54304240.8,0.0298,8902080000.0,-0.46,-5.07,7.03
113,114,OMG,264679241.62,51303389.16,1.8873,140245398.0,-0.86,-5.93,8.24
114,115,IOST,257223923.42,23891791.62,0.01384,18588745668.0,-0.57,-6.02,5.38
115,116,KNC,255322595.55,56801503.81,1.4359,177809350.0,-1.18,-5.44,11.7
116,117,ANKR,246227354.89,79235494.12,0.03016,8162899378.0,-0.4,-4.35,12.96
117,118,GLM,246301095.08,10246572.15,0.2463,1000000000.0,-1.35,-4.07,4.85
118,119,YFI,237734182.33,60843121.77,6488.78,36638.0,-0.46,-3.82,10.06
119,120,GLMR,233390035.07,29368084.72,0.7058,330667495.0,-0.45,-7.85,16.8
120,121,TWT,233054913.68,14832935.61,0.809,288094211.0,-0.48,-3.39,1.05
121,122,IMX,230079889.49,81323874.9,0.9779,235284001.0,-0.37,-5.96,10.83
122,123,ENS,228253215.21,176471570.35,11.27,20244862.0,-0.71,2.89,27.34
123,124,SC,227231871.15,36074168.25,0.004412,51497872992.0,-0.66,-1.55,13.11
124,125,LPT,218603682.47,24206365.99,9.0198,24236066.0,-1.13,-7.37,11.16
125,126,BAL,217892085.19,44949931.22,5.3394,40808049.0,-1.1,-5.95,22.61
